Oomp, 1, 1, 20.398
Oomp, 1, 1, 20.082
Oomp, 1, 1, 20.305
Oomp, 1, 1, 20.195
Oomp, 1, 1, 20.188
Oomp, 1, 1, 20.163
Oomp, 1, 1, 20.209
Oomp, 1, 1, 19.780
Oomp, 1, 1, 20.179
Oomp, 1, 1, 20.210
Oomp, 1, 1, 20.258
Oomp, 1, 1, 20.270
Oomp, 1, 1, 20.234
Oomp, 1, 1, 20.393
Oomp, 1, 1, 20.383

Oomp, 1, 2, 10.251
Oomp, 1, 2, 10.053
Oomp, 1, 2, 9.971
Oomp, 1, 2, 10.265
Oomp, 1, 2, 10.289
Oomp, 1, 2, 10.167
Oomp, 1, 2, 10.168
Oomp, 1, 2, 10.155
Oomp, 1, 2, 10.041
Oomp, 1, 2, 10.165
Oomp, 1, 2, 10.223
Oomp, 1, 2, 10.089
Oomp, 1, 2, 10.098
Oomp, 1, 2, 9.978
Oomp, 1, 2, 10.087

Oomp, 1, 4, 5.101
Oomp, 1, 4, 5.049
Oomp, 1, 4, 5.042
Oomp, 1, 4, 5.104
Oomp, 1, 4, 5.151
Oomp, 1, 4, 5.112
Oomp, 1, 4, 5.105
Oomp, 1, 4, 5.107
Oomp, 1, 4, 5.131
Oomp, 1, 4, 5.105
Oomp, 1, 4, 5.061
Oomp, 1, 4, 5.120
Oomp, 1, 4, 5.109
Oomp, 1, 4, 5.104
Oomp, 1, 4, 5.106

Oomp, 1, 8, 2.762
Oomp, 1, 8, 2.754
Oomp, 1, 8, 2.803
Oomp, 1, 8, 2.756
Oomp, 1, 8, 2.781
Oomp, 1, 8, 2.737
Oomp, 1, 8, 2.719
Oomp, 1, 8, 2.731
Oomp, 1, 8, 2.709
Oomp, 1, 8, 2.756
Oomp, 1, 8, 2.763
Oomp, 1, 8, 2.746
Oomp, 1, 8, 2.704
Oomp, 1, 8, 2.734
Oomp, 1, 8, 2.727

Oomp, 1, 16, 2.871
Oomp, 1, 16, 2.841
Oomp, 1, 16, 2.878
Oomp, 1, 16, 2.920
Oomp, 1, 16, 2.845
Oomp, 1, 16, 2.912
Oomp, 1, 16, 2.843
Oomp, 1, 16, 2.861
Oomp, 1, 16, 2.927
Oomp, 1, 16, 2.851
Oomp, 1, 16, 2.935
Oomp, 1, 16, 2.861
Oomp, 1, 16, 2.850
Oomp, 1, 16, 2.817
Oomp, 1, 16, 2.877

Oomp, 1, 32, 2.811
Oomp, 1, 32, 2.788
Oomp, 1, 32, 2.799
Oomp, 1, 32, 2.833
Oomp, 1, 32, 2.823
Oomp, 1, 32, 2.809
Oomp, 1, 32, 2.811
Oomp, 1, 32, 2.807
Oomp, 1, 32, 2.816
Oomp, 1, 32, 2.817
Oomp, 1, 32, 2.814
Oomp, 1, 32, 2.827
Oomp, 1, 32, 2.825
Oomp, 1, 32, 2.827
Oomp, 1, 32, 2.811

Oomp, 2, 1, 10.504
Oomp, 2, 1, 10.538
Oomp, 2, 1, 10.555
Oomp, 2, 1, 10.496
Oomp, 2, 1, 10.583
Oomp, 2, 1, 10.487
Oomp, 2, 1, 10.865
Oomp, 2, 1, 10.785
Oomp, 2, 1, 10.485
Oomp, 2, 1, 10.558
Oomp, 2, 1, 10.477
Oomp, 2, 1, 10.490
Oomp, 2, 1, 10.487
Oomp, 2, 1, 10.772
Oomp, 2, 1, 10.484

Oomp, 2, 2, 5.576
Oomp, 2, 2, 5.584
Oomp, 2, 2, 5.799
Oomp, 2, 2, 5.552
Oomp, 2, 2, 5.717
Oomp, 2, 2, 5.603
Oomp, 2, 2, 5.618
Oomp, 2, 2, 5.573
Oomp, 2, 2, 5.593
Oomp, 2, 2, 5.607
Oomp, 2, 2, 5.614
Oomp, 2, 2, 5.592
Oomp, 2, 2, 5.562
Oomp, 2, 2, 5.558
Oomp, 2, 2, 5.565

Oomp, 2, 4, 3.266
Oomp, 2, 4, 3.298
Oomp, 2, 4, 3.230
Oomp, 2, 4, 3.275
Oomp, 2, 4, 3.231
Oomp, 2, 4, 3.336
Oomp, 2, 4, 3.206
Oomp, 2, 4, 3.244
Oomp, 2, 4, 3.212
Oomp, 2, 4, 3.227
Oomp, 2, 4, 3.265
Oomp, 2, 4, 3.174
Oomp, 2, 4, 3.312
Oomp, 2, 4, 3.267
Oomp, 2, 4, 3.291

Oomp, 2, 8, 2.554
Oomp, 2, 8, 2.854
Oomp, 2, 8, 2.613
Oomp, 2, 8, 2.887
